key,source,target
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadGrab_A,Where do you think you're going?!,Nereye gittiğini sanıyorsun?!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_BattleStart_010_Saishu,"You knew how I felt,
but you kept deceiving me!","Nasıl hissettiğimi biliyordun,
ama beni kandırmaya devam ettin!"
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_020_Shuu,"We were so caught up in Space Wars…
we forgot to clean, right?","Uzay Savaşları'na o kadar dalmıştık ki…
temizlemeyi unuttuk, değil mi?"
D_VO_Enemy_StringTable/Str_MikoBattle_VO_Knockback_A,Why do you resist?,Neden direniyorsun?
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_A_020_Hina,Suffered?! ,Acı çektim?! 
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_120_Shuu,"It was obvious how you were feeling by the look in your eyes, ","Gözlerindeki ifade nasil hissettiğini açıkça gösteriyordu,"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FrontDash_C,How DARE you?! How DARE you hurt Shu!,Nasıl CÜRET edersin?! Nasıl CÜRET edersin Shu'ya zarar vermeye!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_MomGrab_A,Come here right this instant!,Hemen buraya gel!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BellAttack_B,Dodge THIS!,BUNDAN SAKIN!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadDeath_A,Wh-What...a terrible daughter...,N-Ne...ne kadar da korkunç bir kız evlat...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HPLessthan50_010_Dad,Show some gratitude! We raised you!,Biraz minnet göster! Biz büyüttük seni!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BattleStart_030_Miko,You traitor!,Seni hain!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan20_030_Miko,You traitor!,Seni hain!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Rush_C,You LIAAAAR!,YALANCIIII!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_BellAttack_C,LIAR!,YALANCI!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadBuffAttack_B,"You ungrateful brat!
How DARE you take this attitude!","Seni nankör velet!
Böyle davranmaya NASIL CÜRET EDERSİN!"
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_MomDamage_B,You won't be a good wife like this...,Bu şekilde iyi bir eş olamazsın...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadKnockback_010_Dad,"Don't you dare give me that look!
Is that how your treat your father?!","Sakın bana öyle bakmaya cesaret etme!
Babanı böyle mi tedavi edersin?!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_RecoveryBlast_A,Do you know what you've done?!,Ne yaptığını biliyor musun?!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_A_020_Hina,Whether or not you're happy is up to you!,Mutlu olup olmaman sana bağlı!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_B_050_Hina,What I want is to live my own life...to spread my wings and use them to fly wherever I want to go.,İstediğim şey kendi hayatımı yaşamak... kanatlarımı açıp beni götürmek istedikleri her yere uçmak.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Rush_A,I never wanna see you again!,Seni bir daha asla görmek istemiyorum!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_D_010_Hina,"If you really want to marry me, then know this.","Eğer gerçekten benimle evlenmek istiyorsan, şunu bil."
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_010_Shuu,I knew good and well you hate being treated like some helpless girl.,Seni çaresiz bir kız çocuğu gibi görmelerinden nefret ettiğini gayet iyi biliyordum.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_A_023_Hina,You think I didn't suffer?! ,Sizce ben acı çekmedim mi?!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialAttack_C,Your disobedience will not be tolerated!,İtaatsizliğinize müsamaha gösterilmeyecek!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_RecoveryBlast_B,I've had enough of this!,Yeter artık!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_BattleStart_020_Hina,"I never wanted this... 
I never wanted to see you like this, Rinko!","Bunu hiç istemedim... 
Seni böyle görmek istemezdim, Rinko!"
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_A_010_Hina,"I, too, wrestled with fear and doubt!",Ben de korku ve şüpheyle boğuştum!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleStart_020_Mom,"We don't have a choice. 
It's a woman's role in society...","Seçeneğimiz yok. 
Bu, kadının toplumdaki rolü..."
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_C_020_Hina,My struggles are more serious! My doubt consumes me!,Benim mücadelelerim daha ciddi! Şüphelerim beni tüketiyor!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_C_030_Hina,We're unsure of whether or not we have the courage to spread our wings and overcome it all!,Kanatlarımızı açıp her şeyin üstesinden gelme cesaretimiz olup olmadığından emin değiliz!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_030_Hina,I just hated people telling me I had to act a certain way because I'm a girl.,Sırf bir kız olduğum için insanların bana nasıl davranmam gerektiğini söylemesinden nefret ediyordum.
D_VO_Enemy_StringTable/Str_FoxBattle_VO_Knockback_B,All I have done has been for you...,Bütün yaptığım senin içindi...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_MomDamage_A,I don't recall raising such a naughty child...,Böyle yaramaz bir çocuk yetiştirdiğimi hatırlamıyorum...
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_B_020_Hina,I might never meet someone who feels this way about me!,Belki de benim için böyle hisseden birisiyle asla tanışmayacağım!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_020_Hina,I didn't fool you about anything!,Seni hiçbir konuda kandırmadım!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_A_026_Hina,"I was jealous of you and Sakuko! 
I wanted to live like you two!","Sizi ve Sakuko'yu kıskanıyordum! 
Sizin gibi yaşamak istiyordum!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_030,You disgust me...,Benden tiksiniyorsun...
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_A_020_Koto,I have learned of your world and its customs; I have gathered its knowledge... I have done it all!,Dünyanızı ve geleneklerini öğrendim; bilgisini topladım... Hepsini yaptım!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_065_Hina,I won't ever experience the joys and hardships of learning to fly on my own!,Kendi başıma uçmayı öğrenmenin sevinçlerini ve zorluklarını asla deneyimleyemeyeceğim!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_C_020_Saishu,"I just want to be by Shu's side, but you keep getting in my way over and over and over again!","Tek istediğim Shu'nun yanında olmak, ama sen sürekli önüme taş koyuyorsun!"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_020_Hina,"I, too, want to devote myself...
to living my own life.","Ben de kendimi adamak istiyorum...
kendi hayatımı yaşamaya."
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireAttack_B,"I HATE you, Hinako!","SENDEN NEFRET EDİYORUM, Hinako!"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_B_020_Hina,"What I want…
What I'm after is the same thing as you.","Benim istediğim…
Benim aradığım şey seninle aynı."
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaFakeDeath_A_020,I'm not giving up Hinako... I won't...,Hinako'dan vazgeçmiyorum... Vazgeçmeyeceğim...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HinaDeath_A,Hinako has been saved...,Hinako kurtarıldı...
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaFakeDeath_B_010,"I'm...not going anywhere…
I'm not leaving this world...","Hiçbir yere gitmiyorum…
Bu dünyayı terk etmiyorum..."
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_010_Miko,"Hinako, I'm here to save you...","Hinako, seni kurtarmaya geldim..."
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_B_040_Hina,What I want...,İstediğim şey...
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_A_010_Koto,I have gone to great lengths all for the sake of your happiness.,Senin mutluluğun uğruna her şeyi yapmaya hazırdım.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan70_B_020_Hina,I don't deserve any of this abuse!,Bu kötü muameleyi hak etmiyorum!
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_C_040_Hina,My happiness is something I decide. It's not something given to me by anyone else!,Mutluluğum benim karar verdiğim bir şey. Başkası tarafından bana verilmiş bir şey değil!
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaFakeDeath_A_010,I can't... I won't...,Yapamam... Yapmayacağım...
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_D_020_Hina,No one—and I mean NO ONE—laughs at Kotoyuki!,"Hiç kimse, ve diyorum ki HİÇ KİMSE, Kotoyuki'ye gülemez!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_B_020_Hina,And I'm not gonna let it slip away! ,Ve kaçırmayacağım!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan20_120_Hina,I have no idea what you're talking about!,Ne dediğinden haberim yok!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_025_Shuu,I've been seeing you in a way you can't stand...,Seni katlanamadığın bir şekilde görüyordum...
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HinaDeath_B,I don't wanna be alone...,Yalnız kalmak istemiyorum...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_130_Hina,"I borrowed it from you, then broke it. ","Senden ödünç aldım, sonra kırdım."
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_A_040_Koto,"Wealth, status, reputation—all the pieces required to ensure you never struggle I have acquired!","Servet, statü, itibar... asla zorlanmamanı sağlamak için gereken her şeyi elde ettim!"
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan20_130_Miko,I know... I know you want nothing more than to not be here...,"Biliyorum... Biliyorum, burada olmamak için her şeyi yaparsın..."
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_A_035_Hina,I had to think just as long and hard as he did!,En az onun kadar uzun ve zor düşünmeliydim!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownC_030_Hina,And that's why Shimizu Hinako will always be at your side!,İşte bu yüzden Shimizu Hinako her zaman yanında olacak!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_HelpFromShuu_B,Please... Give it a rest...,Lütfen... Rahat bırak...
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_HinaDeath_B,"Bye-bye, looks like your funeral's today... Goodbye.","Güle güle, anlaşılan cenazen bugün... Hoşça kal."
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_Knockback_D_Shuu,It's working!,İşe yarıyor!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleEnd_010_Hina,Enough! I'm done with this! Leave me alone!,Yeter! Ben bıktım artık! Beni rahat bırakın!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_B_030_Hina,"And if that's really the case,
then I want to feel the same as him!","Ve eğer durum gerçekten böyleyse,
o zaman ben de onunla aynı şeyleri hissetmek istiyorum!"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_B,I never should've helped you that day...,Keşke o gün sana yardım etmeseydim...
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_B_030_Koto,And what is that? I implore you! Tell me!,Peki o ne? Yalvarıyorum sana! Söyle bana!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownB_140_Hina,"It's because of you
that I was finally able to be reborn.","Sayende sonunda yeniden doğabildim.
"
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Fox_SpecialDialog_A_020_Hina,At first...I wasn't interested at all.,Başlangıçta... hiç ilgilenmemiştim.
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_B_015_Hina,"What will I lose? What will change?
What will happen?","Ne kaybedeceğim? Ne değişecek?
Ne olacak?"
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_060,You're in the way...,Yoldasın...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadAttack_B,Enough!,Yeter!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadDamage_A,You DARE defy your parents like this?!,Böyle anne babana karşı gelmeye NASIL CÜRET EDERSİN?!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_A,You're always hanging around Shu... I hate that...,Sürekli Shu'nun etrafında dolanıyorsun... Bundan nefret ediyorum...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_DadAttack_A,You're just a woman!,Sen sadece bir kadınsın!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireField_B,Leave our world for good!,Defol git dünyamızdan!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_020,Why...?,Neden...?
D_VO_Enemy_StringTable/Str_FoxBattle_VO_HumanPhaseFail_B_010_Koto,"Why...
Why do you not understand how I feel? Urgh…","Neden...
Neden nasıl hissettiğimi anlamıyorsun? Urgh…"
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaDeath_B,Why...? Why are you trying to kill me...?,Neden...? Neden beni öldürmeye çalışıyorsun...?
D_VO_Enemy_StringTable/Str_FoxBattle_VO_Knockback_A,Have you still not learned...?,Hâlâ öğrenmedin mi...?
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_120_Hina,Why do we have to fight each other like this?,Neden bu şekilde birbirimizle savaşmak zorundayız?
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_090,You get on my nerves...,Sinirlerimi bozuyorsun...
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HPLessthan50_040_Hina,"I know who my parents are!
You can't ruin my view of them!","Kim olduğumu biliyorum!
Onlar hakkındaki düşüncelerimi değiştiremezsiniz!"
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_TransformB_120_Hina,Now it's MY turn to take everything from you!,Şimdi her şeyi senden alma sırası BENDE!
D_VO_Enemy_StringTable/Str_MikoBattle_VO_HPLessthan60_130_Miko,"You're not supposed to be here right now, Hinako.","Şu anda burada olmaman gerekiyordu, Hinako."
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_HinaFakeDeath_B_020,Not until...you're gone...,Ancak...sen gidene kadar...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_140_Shuu,How could I get upset with you ,Sana nasıl kızabilirdim ki?
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_HinaDeath_C,What's to even like about a girl like you...?,Senin gibi bir kızda sevilecek ne var ki...?
D_VO_Enemy_StringTable/Str_ShiroBattle_VO_TransformA_020_Hina,Get up! Aren't you going to kill me?!,Kalk! Beni öldürmeyecek misin?!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_LargeArmPhase_HPLessthan40_B_025_Hina,I'm gonna live my life the way I want to live it!,Hayatımı istediğim gibi yaşayacağım!
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleStart_040_Hina,"Stop!
Stop making me fight my own mother and father!","Dur!
Beni kendi annem ve babamla dövüştürmeyi bırakın!"
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_BattleEnd_020_Hina,Get out of here! You aren't my parents!,Defolun buradan! Siz benim ailem değilsiniz!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_070,Move...,Çekil...
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialAttack_B,This will not stand!,Buna izin vermeyeceğim!
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Attack_FireAttack_C,Stay away from Shu!,Shu'dan uzak dur!
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_030_Hina,Our teacher found us and yelled at us.,Öğretmenimiz bizi buldu ve bize bağırdı.
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_080,I hate this...,Bundan nefret ediyorum...
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_120_Shuu,"I remember.
Bought it at that stall during the Bon Festival...","Hatırlıyorum.
Bon Festivali sırasında o tezgahtan almıştım..."
D_VO_Enemy_StringTable/Str_SaishuBattle_VO_Kairai_Spawn_040,Damn...,Lanet olsun...
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_A_020_Hina,"I was afraid that, though he might be kind now,
he could eventually turn violent!","Korkmuştum, şu an nazik olsa da,
sonunda şiddete başvurabileceğinden!"
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownA_145_Shuu,when you were making such a sad face?,böyle üzgün bir surat yaptığında mı?
D_VO_Enemy_StringTable/Str_TsukuBattle_VO_BreakDownC_020_Hina,"It's because you were always there for me, partner.","Çünkü her zaman yanımdaydın, ortak."
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_MomLink_A,You WILL apologize to your father!,HEMEN babandan özür dileyeceksin!
D_VO_Enemy_StringTable/Str_FinalBattle_VO_Tsuku_SpecialDialog_D_020_Hina,"This is our struggle!
Ours... and only ours!","Bu bizim mücadelemiz!
Bizim... ve sadece bizim!"
D_VO_Enemy_StringTable/Str_FoxBattle_VO_SpecialDialog_B_060_Koto,What do you mean by that...?,Bununla ne demek istiyorsun...?
D_VO_Enemy_StringTable/Str_ParentsBattle_VO_HPLessthan50_020_Mom,"This is all for you, Hinako...","Bütün bunlar senin için, Hinako..."
